거주자우선주차구획번호,거주자우선주차구획위도,거주자우선주차구획경도,거주자우선주차구역명,소재지지번주소,운영형태,사용시간대정보,사용기간,이용요금,이용요금결제방법,이용요금환불안내정보,정기접수시작일자,정기접수종료일자,신청방법,신청서류,관리기관전화번호,관리기관명,데이터기준일자,행정동
3단지4공영-임시-51,,,델타3단지 4공영주차장(임시)(18,,주간,09:00~18:00,분기별,2000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,
3단지4공영-임시-52,,,델타3단지 4공영주차장(임시)(18,,주간,09:00~18:00,분기별,2000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,
3단지4공영-임시-53,,,델타3단지 4공영주차장(임시)(18,,주간,09:00~18:00,분기별,2000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,
3단지4공영-임시-54,,,델타3단지 4공영주차장(임시)(18,,주간,09:00~18:00,분기별,2000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,
3단지4공영-임시-55,,,델타3단지 4공영주차장(임시)(18,,주간,09:00~18:00,분기별,2000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,
34-2314,0.0,0.0,델타3단지 4공영주차장(임시)(18,경기 수원시 권선구 고색동 1153,주간,09:00~18:00,분기별,2000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,
34-2315,0.0,0.0,델타3단지 4공영주차장(임시)(18,경기 수원시 권선구 고색동 1153,주간,09:00~18:00,분기별,2000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,
34-2316,0.0,0.0,델타3단지 4공영주차장(임시)(18,경기 수원시 권선구 고색동 1153,주간,09:00~18:00,분기별,2000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,
34-2317,0.0,0.0,델타3단지 4공영주차장(임시)(18,경기 수원시 권선구 고색동 1153,주간,09:00~18:00,분기별,2000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,
34-2318,0.0,0.0,델타3단지 4공영주차장(임시)(18,경기 수원시 권선구 고색동 1153,주간,09:00~18:00,분기별,2000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,
34-2319,0.0,0.0,델타3단지 4공영주차장(임시)(18,경기 수원시 권선구 고색동 1153,주간,09:00~18:00,분기별,2000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,
34-2308,0.0,0.0,델타3단지 4공영주차장(임시)(18,경기 수원시 권선구 고색동 1153,주간,09:00~18:00,분기별,2000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,
34-2309,0.0,0.0,델타3단지 4공영주차장(임시)(18,경기 수원시 권선구 고색동 1153,주간,09:00~18:00,분기별,2000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,
34-2310,0.0,0.0,델타3단지 4공영주차장(임시)(18,경기 수원시 권선구 고색동 1153,주간,09:00~18:00,분기별,2000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,
34-2311,0.0,0.0,델타3단지 4공영주차장(임시)(18,경기 수원시 권선구 고색동 1153,주간,09:00~18:00,분기별,2000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,
34-2312,0.0,0.0,델타3단지 4공영주차장(임시)(18,경기 수원시 권선구 고색동 1153,주간,09:00~18:00,분기별,2000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,
34-2313,0.0,0.0,델타3단지 4공영주차장(임시)(18,경기 수원시 권선구 고색동 1153,주간,09:00~18:00,분기별,2000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,
3단지4공영-임시-50,0.0,0.0,델타3단지 4공영주차장(임시)(18,경기 수원시 권선구 고색동 1153,주간,09:00~18:00,분기별,2000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,
34-2303,0.0,0.0,델타3단지 4공영주차장(임시)(18,경기 수원시 권선구 고색동 1153,주간,09:00~18:00,분기별,2000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,
34-2304,0.0,0.0,델타3단지 4공영주차장(임시)(18,경기 수원시 권선구 고색동 1153,주간,09:00~18:00,분기별,2000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,
34-2305,0.0,0.0,델타3단지 4공영주차장(임시)(18,경기 수원시 권선구 고색동 1153,주간,09:00~18:00,분기별,2000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,
34-2306,0.0,0.0,델타3단지 4공영주차장(임시)(18,경기 수원시 권선구 고색동 1153,주간,09:00~18:00,분기별,2000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,
34-2307,0.0,0.0,델타3단지 4공영주차장(임시)(18,경기 수원시 권선구 고색동 1153,주간,09:00~18:00,분기별,2000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,
3단지4공영-임시-44,0.0,0.0,델타3단지 4공영주차장(임시)(18,,주간,09:00~18:00,분기별,2000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,
3단지4공영-임시-45,0.0,0.0,델타3단지 4공영주차장(임시)(18,,주간,09:00~18:00,분기별,2000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,
3단지4공영-임시-46,0.0,0.0,델타3단지 4공영주차장(임시)(18,경기 수원시 권선구 고색동 1153,주간,09:00~18:00,분기별,2000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,
3단지4공영-임시-47,0.0,0.0,델타3단지 4공영주차장(임시)(18,경기 수원시 권선구 고색동 1153,주간,09:00~18:00,분기별,2000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,
3단지4공영-임시-48,0.0,0.0,델타3단지 4공영주차장(임시)(18,경기 수원시 권선구 고색동 1153,주간,09:00~18:00,분기별,2000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,
3단지4공영-임시-49,0.0,0.0,델타3단지 4공영주차장(임시)(18,경기 수원시 권선구 고색동 1153,주간,09:00~18:00,분기별,2000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,
3단지4공영-임시-38,0.0,0.0,델타3단지 4공영주차장(임시)(18,경기 수원시 권선구 고색동 1153,주간,09:00~18:00,분기별,2000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,
3단지4공영-임시-39,0.0,0.0,델타3단지 4공영주차장(임시)(18,경기 수원시 권선구 고색동 1153,주간,09:00~18:00,분기별,2000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,
3단지4공영-임시-40,0.0,0.0,델타3단지 4공영주차장(임시)(18,경기 수원시 권선구 고색동 1153,주간,09:00~18:00,분기별,2000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,
3단지4공영-임시-41,0.0,0.0,델타3단지 4공영주차장(임시)(18,,주간,09:00~18:00,분기별,2000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,
3단지4공영-임시-42,0.0,0.0,델타3단지 4공영주차장(임시)(18,,주간,09:00~18:00,분기별,2000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,
3단지4공영-임시-43,0.0,0.0,델타3단지 4공영주차장(임시)(18,,주간,09:00~18:00,분기별,2000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,
3단지4공영-임시-32,0.0,0.0,델타3단지 4공영주차장(임시)(18,경기 수원시 권선구 고색동 1153,주간,09:00~18:00,분기별,2000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,
3단지4공영-임시-33,0.0,0.0,델타3단지 4공영주차장(임시)(18,경기 수원시 권선구 고색동 1153,주간,09:00~18:00,분기별,2000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,
3단지4공영-임시-34,0.0,0.0,델타3단지 4공영주차장(임시)(18,경기 수원시 권선구 고색동 1153,주간,09:00~18:00,분기별,2000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,
3단지4공영-임시-35,0.0,0.0,델타3단지 4공영주차장(임시)(18,경기 수원시 권선구 고색동 1153,주간,09:00~18:00,분기별,2000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,
3단지4공영-임시-36,0.0,0.0,델타3단지 4공영주차장(임시)(18,경기 수원시 권선구 고색동 1153,주간,09:00~18:00,분기별,2000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,
3단지4공영-임시-37,0.0,0.0,델타3단지 4공영주차장(임시)(18,경기 수원시 권선구 고색동 1153,주간,09:00~18:00,분기별,2000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,
3단지4공영-임시-26,0.0,0.0,델타3단지 4공영주차장(임시)(18,경기 수원시 권선구 고색동 1153,주간,09:00~18:00,분기별,2000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,
3단지4공영-임시-27,0.0,0.0,델타3단지 4공영주차장(임시)(18,경기 수원시 권선구 고색동 1153,주간,09:00~18:00,분기별,2000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,
3단지4공영-임시-28,0.0,0.0,델타3단지 4공영주차장(임시)(18,경기 수원시 권선구 고색동 1153,주간,09:00~18:00,분기별,2000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,
3단지4공영-임시-29,0.0,0.0,델타3단지 4공영주차장(임시)(18,경기 수원시 권선구 고색동 1153,주간,09:00~18:00,분기별,2000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,
